Brand,Model,Year,Milage,Transmission,Location,Color,Fuel,Price,Post Date
Kia || ﺎﻴﻛ,Cerato || ﻮﺗﺍﺮﻴﺳ,2015,74000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻴﻠﻬﻗﺪﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,820000,2025-04-18
Skoda || ﺍﺩﻮﻜﺳ,A7 || Octavia A7 ﺎﻴﻓﺎﺘﻛﻭﺍ,2015,172054,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺦﻴﺸﻟﺍ ﺮﻔﻛ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,1024271,2025-04-18
Peugeot || ﻮﺠﻴﺑ,3008,2021,95000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1700000,2025-04-18
Opel || ﻞﺑﻭﺍ,Astra || ﺍﺮﺘﺳﺃ,2008,140000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,450000,2025-04-18
MG || ﻰﺟ ﻡﺍ,5,2021,87000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻠﺤﻤﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,730000,2025-04-18
Renault || ﻮﻨﻳﺭ,Megane || ﻥﺎﺠﻴﻣ,2021,87000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻠﺤﻤﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,330000,2025-04-18
Suzuki || ﻰﻛﻭﺯﻮﺳ,Dzire || ﺮﻳﺍﺰﻳﺩ ﺖﻔﻳﻮﺳ,2015,188000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻯﺩﺎﻌﻤﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,445000,2025-04-18
Daewoo || ﻮﻳﺍﺩ,Nubira 2 || 2 ﺍﺮﻴﺑﻮﻧ,1999,228500,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻴﻓﻮﻨﻤﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,260000,2025-04-18
Fiat || ﺕﺎﻴﻓ,Tipo || ﻮﺒﻴﺗ,2021,92000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,570000,2025-04-18
MG || ﻰﺟ ﻡﺍ,5,2021,89000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺮﺼﻣ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,795000,2025-04-18
BMW || ﻮﻴﻠﺑﺩ ﻡﺍ ﻲﺑ,316,2011,207600,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,850000,2025-04-18
Nissan || ﻥﺎﺴﻴﻧ,Sunny || ﻰﻨﺻ,2015,42000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,‎ﻒﻳﻮﺳ ﻲﻨﺑ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,460000,2025-04-18
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Verna || ﺎﻧﺮﻴﻓ,2015,236000,ﻝﺍﻮﻴﻧﺎﻣ,‎ﺲﻳﻮﺴﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,360000,2025-04-18
Daewoo || ﻮﻳﺍﺩ,Lacetti || ﻰﺘﺳﻻ,2006,174000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻴﺤﺒﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,420000,2025-04-18
Mercedes || ﺱﺪﻴﺳﺮﻣ,CLA 200,2021,90000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,2200000,2025-04-18
BMW || ﻮﻴﻠﺑﺩ ﻡﺍ ﻲﺑ,X3,2017,175000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,2050000,2025-04-18
Renault || ﻮﻨﻳﺭ,Logan || ﻥﺎﺟﻮﻟ,2017,175000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,300000,2025-04-18
Zotye || ﻰﺗﻭﺯ,Xplosion || ﻦﺟﻮﻠﺒﺴﻛﺍ,2007,93000,ﻝﺍﻮﻴﻧﺎﻣ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,230000,2025-04-18
Renault || ﻮﻨﻳﺭ,Logan || ﻥﺎﺟﻮﻟ,2015,82000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,470000,2025-04-18
MG || ﻰﺟ ﻡﺍ,5,2022,45000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,850000,2025-04-18
Lada || ﺍﺩﻻ,2017,2008,75000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺰﻴﺠﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,120000,2025-04-18
Mercedes || ﺱﺪﻴﺳﺮﻣ,C 200,2019,125483,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,2950000,2025-04-18
Skoda || ﺍﺩﻮﻜﺳ,Fantasia || ﺎﻳﺯﺎﺘﻧﺎﻓ,2010,237000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,580000,2025-04-18
Mercedes || ﺱﺪﻴﺳﺮﻣ,C 180,2016,210000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻰﻗﺪﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,1700000,2025-04-18
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,RB || Accent RB ﺖﻨﺴﻛﺍ,2024,20000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,‎ﻒﻳﻮﺳ ﻲﻨﺑ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,860000,2025-04-18
Skoda || ﺍﺩﻮﻜﺳ,A4 || Octavia A4 ﺎﻴﻓﺎﺘﻛﻭﺍ,2008,140000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻦﻴﺳﺪﻨﻬﻤﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,430000,2025-04-18
Mercedes || ﺱﺪﻴﺳﺮﻣ,C 180,2020,76000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,2200000,2025-04-18
DFSK || ﻚﺴﻓﺩ,Glory || ﻱﺭﻮﻠﺟ,2022,21000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,680000,2025-04-18
Nissan || ﻥﺎﺴﻴﻧ,Sunny || ﻰﻨﺻ,2021,200000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,590000,2025-04-18
Toyota || ﺎﺗﻮﻳﻮﺗ,Corolla || ﻻﻭﺭﻮﻛ,2015,200000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻢﻄﻘﻤﻟﺍ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,765000,2025-04-19
BMW || ﻮﻴﻠﺑﺩ ﻡﺍ ﻲﺑ,523,2012,170000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻢﻄﻘﻤﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1290000,2025-04-19
Toyota || ﺎﺗﻮﻳﻮﺗ,Corolla || ﻻﻭﺭﻮﻛ,2019,126000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,950000,2025-04-19
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Matrix || ﺲﻜﻳﺮﺗﺎﻣ,2001,198000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺮﻀﺧﺃ,ﻦﻳﺰﻨﺑ,390000,2025-04-19
Opel || ﻞﺑﻭﺍ,Grandland || ﺪﻧﻻ ﺪﻧﺍﺮﺟ,2018,73000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,970000,2025-04-18
Renault || ﻮﻨﻳﺭ,Duster || ﺮﺘﺳﺍﺩ,2020,90000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﻲﺒﻫﺫ,ﻦﻳﺰﻨﺑ,770000,2025-04-18
Peugeot || ﻮﺠﻴﺑ,508,2015,250000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻯﺩﺎﻌﻤﻟﺍ,ﻲﺒﻫﺫ,ﻦﻳﺰﻨﺑ,790000,2025-04-19
Honda || ﺍﺪﻧﻮﻫ,Civic || ﻚﻔﻴﺳ,1985,170000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻡﺮﻬﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,100000,2025-04-19
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,RB || Accent RB ﺖﻨﺴﻛﺍ,2019,27000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻯﻭﺎﻤﺳ,ﻦﻳﺰﻨﺑ,705000,2025-04-19
Peugeot || ﻮﺠﻴﺑ,3008,2021,160000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1450000,2025-04-18
Ford || ﺩﺭﻮﻓ,Focus || ﺲﻛﻮﻓ,2018,135000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺪﻳﺍﺯ ﺦﻴﺸﻟﺍ ﺔﻨﻳﺪﻣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,700000,2025-04-18
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Elantra AD || ﻯﺩ ﻯﺍ ﺍﺮﺘﻨﻟﺇ,2018,135000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺪﻳﺍﺯ ﺦﻴﺸﻟﺍ ﺔﻨﻳﺪﻣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,900000,2025-04-18
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Creta || ﺎﺘﻳﺮﻛ,2017,225000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,900000,2025-04-18
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Elantra AD || ﻯﺩ ﻯﺍ ﺍﺮﺘﻨﻟﺇ,2018,162000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻕﻭﺮﺸﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,830000,2025-04-18
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Optra || ﺍﺮﺘﺑﻭﺃ,2009,280000,ﻝﺍﻮﻴﻧﺎﻣ,ﺥﻮﻃ,ﻱﺰﻧﻭﺮﺑ,ﻦﻳﺰﻨﺑ,365000,2025-04-18
Lada || ﺍﺩﻻ,Granta || ﺎﺘﻧﺍﺮﺟ,2015,99300,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﺎﻛﻮﻣ,ﻦﻳﺰﻨﺑ,340000,2025-04-18
Kia || ﺎﻴﻛ,K3,2019,66000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺝﺎﻫﻮﺳ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,1150000,2025-04-18
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Optra || ﺍﺮﺘﺑﻭﺃ,2011,280000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,410000,2025-04-18
Speranza || ﺍﺰﻧﺍﺮﻴﺒﺳﺍ,Tiggo || ﻮﺠﻴﺗ,2011,160000,ﻝﺍﻮﻴﻧﺎﻣ,ﺎﻨﻗ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,400000,2025-04-18
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Elantra AD || ﻯﺩ ﻯﺍ ﺍﺮﺘﻨﻟﺇ,2019,170000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺮﺼﻣ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,950000,2025-04-18
Geely || ﻲﻠﻴﺟ,Emgrand 7 || 7 ﺪﻧﺍﺮﺠﻣﺍ,2015,350000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,270000,2025-04-18
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,RB || Accent RB ﺖﻨﺴﻛﺍ,2012,170000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻱﺰﻧﻭﺮﺑ,ﻦﻳﺰﻨﺑ,510000,2025-04-18
Renault || ﻮﻨﻳﺭ,Logan || ﻥﺎﺟﻮﻟ,2021,139000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﺎﻛﻮﻣ,ﻦﻳﺰﻨﺑ,450000,2025-04-18
Byd || ﻯﺩ ﻯﺍﻭ ﻰﺑ,F3,2025,4000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺪﻳﺪﺠﻟﺍ ﺮﺼﻣ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,595000,2025-04-18
Volkswagen || ﻦﻏﺎﻓ ﺲﻜﻟﻮﻓ,Suran || ﻥﺍﺭﻮﺳ,2025,4000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺪﻳﺪﺠﻟﺍ ﺮﺼﻣ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,270000,2025-04-18
Opel || ﻞﺑﻭﺍ,Astra || ﺍﺮﺘﺳﺃ,2016,55000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,800000,2025-04-18
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Lanos || ﺱﻮﻧﻻ,2010,300000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,335000,2025-04-18
Skoda || ﺍﺩﻮﻜﺳ,A4 || Octavia A4 ﺎﻴﻓﺎﺘﻛﻭﺍ,2001,290000,ﻝﺍﻮﻴﻧﺎﻣ,‎ﻒﻳﻮﺳ ﻲﻨﺑ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,445000,2025-04-18
Nissan || ﻥﺎﺴﻴﻧ,Sentra || ﺍﺮﺘﻨﺳ,2018,114000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,580000,2025-04-18
Suzuki || ﻰﻛﻭﺯﻮﺳ,Maruti || ﻰﺗﻭﺭﺎﻣ,2009,42000,ﻝﺍﻮﻴﻧﺎﻣ,ﺭﻮﻬﻨﻣﺩ,ﻯﻭﺎﻤﺳ,ﻦﻳﺰﻨﺑ,150000,2025-04-18
Lamborghini || ﻲﻨﻴﺟﺮﺒﻤﻟ,Urus || ﺱﻭﺭﻭﺃ,2009,42000,ﻝﺍﻮﻴﻧﺎﻣ,ﺭﻮﻬﻨﻣﺩ,ﻯﻭﺎﻤﺳ,ﻦﻳﺰﻨﺑ,29000000,2025-04-18
Fiat || ﺕﺎﻴﻓ,Shahin || ﻦﻴﻫﺎﺷ,1993,57000,ﻝﺍﻮﻴﻧﺎﻣ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,180000,2025-04-18
BMW || ﻮﻴﻠﺑﺩ ﻡﺍ ﻲﺑ,316,2011,280000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,680000,2025-04-18
Jeep || ﺐﻴﺟ,Liberty || ﻰﺗﺮﻴﺒﻴﻟ,2007,213000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺰﻴﺠﻟﺍ,ﻱﺰﻧﻭﺮﺑ,ﻦﻳﺰﻨﺑ,650000,2025-04-18
Renault || ﻮﻨﻳﺭ,Kadjar || ﺭﺎﺟﺩﺎﻛ,2020,127000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,950000,2025-04-18
Renault || ﻮﻨﻳﺭ,Logan || ﻥﺎﺟﻮﻟ,2016,220000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺍﺮﺒﺷ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,390000,2025-04-18
Ssang Yong || ﺞﻧﻮﻳ ﺞﻧﺎﺳ,XLV || Tivoli XLV ﻰﻟﻮﻔﻴﺗ,2019,120000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,‎‎ﺔﻴﺑﻮﻴﻠﻘﻟﺍ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,850000,2025-04-18
Chery || ﻯﺮﻴﺷ,Tiggo 7 || 7 ﻮﺠﻴﺗ,2019,120000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,‎‎ﺔﻴﺑﻮﻴﻠﻘﻟﺍ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,925000,2025-04-18
Mercedes || ﺱﺪﻴﺳﺮﻣ,C 180,2023,45000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,3090000,2025-04-19
Kia || ﺎﻴﻛ,Cerato || ﻮﺗﺍﺮﻴﺳ,2023,45000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,539999,2025-04-18
Jeep || ﺐﻴﺟ,Grand Cherokee || ﻲﻛﻭﺮﻴﺷ ﺪﻧﺍﺮﺟ,1998,400000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,370000,2025-04-18
Alfa Romeo || ﻮﻴﻣﻭﺭﺎﻔﻟﺍ,Giulia || ﺎﻴﻟﻮﺟ,2020,112000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻯﺩﺎﻌﻤﻟﺍ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,1790000,2025-04-19
BMW || ﻮﻴﻠﺑﺩ ﻡﺍ ﻲﺑ,320,2020,112000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻯﺩﺎﻌﻤﻟﺍ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,827000,2025-04-18
Volkswagen || ﻦﻏﺎﻓ ﺲﻜﻟﻮﻓ,ID 4 || 4 ﻱﺩ ﻱﺍ,2024,12873,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1999000,2025-04-19
MG || ﻰﺟ ﻡﺍ,6,2022,69000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,995000,2025-04-19
Peugeot || ﻮﺠﻴﺑ,301,2014,164000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻨﺑ,ﻦﻳﺰﻨﺑ,464900,2025-04-19
Brilliance || ﺲﻧﺎﻴﻠﻳﺮﺑ,V5,2015,160000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺮﺼﻣ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,475000,2025-04-18
Peugeot || ﻮﺠﻴﺑ,5008,2020,80000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺭﻮﺼﻨﻤﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,1450000,2025-04-19
Chery || ﻯﺮﻴﺷ,Tiggo 7 || 7 ﻮﺠﻴﺗ,2020,80000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺭﻮﺼﻨﻤﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,925000,2025-04-18
Renault || ﻮﻨﻳﺭ,Kadjar || ﺭﺎﺟﺩﺎﻛ,2022,57000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻯﺩﺎﻌﻤﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1200000,2025-04-18
Skoda || ﺍﺩﻮﻜﺳ,A7 || Octavia A7 ﺎﻴﻓﺎﺘﻛﻭﺍ,2016,96000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺭﻮﺼﻨﻤﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,1070000,2025-04-18
Ford || ﺩﺭﻮﻓ,Focus || ﺲﻛﻮﻓ,2021,65000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻡﺮﻬﻟﺍ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,1100000,2025-04-18
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Aveo || ﻮﻴﻓﺍ,2012,200000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﻤﺣﻷﺍ ﺮﺤﺒﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,370000,2025-04-18
Skoda || ﺍﺩﻮﻜﺳ,A4 || Octavia A4 ﺎﻴﻓﺎﺘﻛﻭﺍ,1998,341000,ﻝﺍﻮﻴﻧﺎﻣ,ﻕﻭﺮﺸﻟﺍ,ﻲﻟﻭﺮﺘﺑ,ﻦﻳﺰﻨﺑ,325000,2025-04-18
Peugeot || ﻮﺠﻴﺑ,508,1998,341000,ﻝﺍﻮﻴﻧﺎﻣ,ﻕﻭﺮﺸﻟﺍ,ﻲﻟﻭﺮﺘﺑ,ﻦﻳﺰﻨﺑ,1450000,2025-04-18
Citroën || ﻦﻳﻭﺮﺘﻴﺳ,C4,2013,280000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻴﻠﻴﻋﺎﻤﺳﻹﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,530000,2025-04-18
Lada || ﺍﺩﻻ,Granta || ﺎﺘﻧﺍﺮﺟ,2015,99000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﺎﻛﻮﻣ,ﻦﻳﺰﻨﺑ,330000,2025-04-18
Fiat || ﺕﺎﻴﻓ,Uno || ﻮﻧﻭﺍ,1993,250000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻳﺮﻣﺎﻌﻟﺍ,ﻖﻣﺎﻏ ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,150000,2025-04-18
Speranza || ﺍﺰﻧﺍﺮﻴﺒﺳﺍ,Envy || ﻰﻔﻧﺍ,2014,103000,ﻝﺍﻮﻴﻧﺎﻣ,ﺍﺮﺒﺷ,ﻲﺒﻫﺫ,ﻦﻳﺰﻨﺑ,340000,2025-04-18
Speranza || ﺍﺰﻧﺍﺮﻴﺒﺳﺍ,Tiggo || ﻮﺠﻴﺗ,2010,182000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,370000,2025-04-18
Renault || ﻮﻨﻳﺭ,Megane || ﻥﺎﺠﻴﻣ,2006,140000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,320000,2025-04-18
Suzuki || ﻰﻛﻭﺯﻮﺳ,Dzire || ﺮﻳﺍﺰﻳﺩ ﺖﻔﻳﻮﺳ,2006,140000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,600000,2025-04-18
